compound_id,is_hit,true_capture_prob,input_count,selected_count,scaffold_id
990,False,0.001,619,80,1
991,False,0.001,314,0,1
992,False,0.001,150,0,1
993,False,0.001,323,0,1
994,False,0.001,762,84,1
995,False,0.001,261,0,1
996,False,0.001,738,0,1
997,False,0.001,362,88,1
998,False,0.001,791,0,1
999,False,0.001,349,0,1
1000,False,0.001,496,101,2
1001,False,0.001,187,0,2
1002,False,0.001,189,0,2
1003,False,0.001,139,0,2
1004,False,0.001,521,0,2
1005,False,0.001,157,0,2
1006,False,0.001,27,0,2
1007,False,0.001,1037,0,2
1008,False,0.001,33,0,2
1009,False,0.001,569,0,2
1010,False,0.001,39,0,2
1011,False,0.001,202,0,2
1012,False,0.001,13,0,2
1013,False,0.001,242,0,2
1014,False,0.001,471,0,2
1015,False,0.001,212,76,2
1016,False,0.001,1023,77,2
1017,False,0.001,561,0,2
1018,False,0.001,146,0,2
1019,False,0.001,448,0,2
1020,False,0.001,5,0,2
1021,False,0.001,407,0,2
1022,False,0.001,152,0,2
1023,False,0.001,43,0,2
1024,False,0.001,243,0,2
1025,False,0.001,209,0,2
1026,False,0.001,255,0,2
1027,False,0.001,55,0,2
1028,False,0.001,1704,94,2
1029,False,0.001,20,0,2
1030,False,0.001,143,0,2
1031,False,0.001,1642,90,2
1032,False,0.001,135,0,2
1033,False,0.001,51,0,2
1034,False,0.001,652,171,2
1035,False,0.001,257,0,2
1036,False,0.001,978,0,2
1037,False,0.001,498,0,2
1038,False,0.001,752,0,2
1039,False,0.001,78,0,2
1040,False,0.001,698,261,2
1041,False,0.001,604,0,2
1042,False,0.001,946,165,2
1043,False,0.001,392,0,2
1044,False,0.001,105,0,2
1045,False,0.001,933,178,2
1046,False,0.001,348,0,2
1047,False,0.001,1042,0,2
1048,False,0.001,13,0,2
1049,False,0.001,970,240,2
1050,False,0.001,141,73,2
1051,False,0.001,76,77,2
1052,False,0.001,322,0,2
1053,False,0.001,193,0,2
1054,False,0.001,402,0,2
1055,False,0.001,1713,179,2
1056,False,0.001,10,0,2
1057,False,0.001,167,0,2
1058,False,0.001,1081,92,2
1059,False,0.001,320,0,2
1060,False,0.001,588,0,2
1061,False,0.001,154,0,2
1062,False,0.001,384,90,2
1063,False,0.001,86,0,2
1064,False,0.001,625,82,2
1065,False,0.001,1137,181,2
1066,False,0.001,836,87,2
1067,False,0.001,11,0,2
1068,False,0.001,820,97,2
1069,False,0.001,558,0,2
1070,False,0.001,482,0,2
1071,False,0.001,276,0,2
1072,False,0.001,1731,351,2
1073,False,0.001,418,76,2
1074,True,0.02,1207,1774,2
1075,False,0.001,235,0,2
1076,False,0.001,480,0,2
1077,False,0.001,462,0,2
1078,False,0.001,333,189,2
1079,False,0.001,1666,437,2
1080,False,0.001,737,181,2
1081,False,0.001,403,0,2
1082,False,0.001,110,81,2
1083,False,0.001,521,246,2
1084,False,0.001,1258,75,2
1085,False,0.001,146,0,2
1086,False,0.001,429,0,2
1087,False,0.001,78,0,2
1088,False,0.001,590,80,2
1089,False,0.001,4,0,2
1090,False,0.001,32,0,2
1091,False,0.001,591,80,2
1092,False,0.001,139,0,2
1093,False,0.001,804,0,2
1094,False,0.001,117,0,2
1095,False,0.001,406,0,2
1096,False,0.001,484,0,2
1097,False,0.001,149,109,2
1098,False,0.001,144,0,2
1099,False,0.001,427,74,2
1100,False,0.001,330,0,2
1101,False,0.001,332,0,2
1102,False,0.001,78,0,2
1103,False,0.001,712,0,2
1104,False,0.001,60,0,2
1105,False,0.001,311,0,2
1106,False,0.001,457,0,2
1107,False,0.001,883,77,2
1108,False,0.001,90,72,2
1109,False,0.001,359,0,2
1110,False,0.001,961,184,2
1111,False,0.001,651,0,2
1112,False,0.001,101,0,2
1113,False,0.001,192,0,2
1114,False,0.001,49,0,2
1115,False,0.001,511,96,2
1116,True,0.02,46,0,2
1117,False,0.001,666,92,2
1118,False,0.001,55,0,2
1119,False,0.001,92,0,2
1120,False,0.001,997,75,2
1121,False,0.001,905,0,2
1122,False,0.001,126,0,2
1123,False,0.001,0,0,2
1124,False,0.001,218,0,2
1125,False,0.001,19,0,2
1126,False,0.001,386,93,2
1127,False,0.001,80,0,2
1128,False,0.001,1187,274,2
1129,False,0.001,332,0,2
1130,False,0.001,174,0,2
1131,False,0.001,80,0,2
1132,False,0.001,837,82,2
1133,False,0.001,72,0,2
1134,False,0.001,105,0,2
1135,False,0.001,67,0,2
1136,False,0.001,1906,251,2
1137,False,0.001,118,0,2
1138,False,0.001,111,0,2
1139,False,0.001,450,0,2
1140,False,0.001,63,0,2
1141,False,0.001,362,0,2
1142,False,0.001,88,0,2
1143,False,0.001,5,0,2
1144,False,0.001,1662,83,2
1145,False,0.001,553,0,2
1146,False,0.001,441,0,2
1147,False,0.001,180,0,2
1148,False,0.001,26,0,2
1149,False,0.001,31,0,2
1150,False,0.001,207,0,2
1151,False,0.001,10,0,2
1152,False,0.001,797,85,2
1153,False,0.001,704,72,2
1154,False,0.001,349,0,2
1155,False,0.001,1233,160,2
1156,False,0.001,13,0,2
1157,False,0.001,20,0,2
1158,False,0.001,622,111,2
1159,False,0.001,171,0,2
1160,False,0.001,454,87,2
1161,False,0.001,49,0,2
1162,False,0.001,151,0,2
1163,False,0.001,61,0,2
1164,False,0.001,220,74,2
1165,False,0.001,204,183,2
1166,False,0.001,719,0,2
1167,False,0.001,1395,181,2
1168,False,0.001,456,0,2
1169,False,0.001,291,0,2
1170,False,0.001,58,0,2
1171,False,0.001,987,0,2
1172,False,0.001,2311,171,2
1173,False,0.001,8,0,2
1174,False,0.001,442,80,2
1175,False,0.001,148,0,2
1176,False,0.001,552,0,2
1177,False,0.001,200,0,2
1178,False,0.001,665,0,2
1179,False,0.001,615,0,2
1180,False,0.001,741,0,2
1181,False,0.001,355,79,2
1182,False,0.001,96,0,2
1183,False,0.001,566,84,2
1184,False,0.001,48,0,2
1185,False,0.001,851,83,2
1186,False,0.001,240,0,2
1187,False,0.001,91,0,2
1188,False,0.001,194,0,2
1189,False,0.001,63,0,2
1190,False,0.001,181,0,2
1191,False,0.001,159,0,2
1192,False,0.001,418,0,2
1193,False,0.001,1122,79,2
1194,False,0.001,469,0,2
1195,False,0.001,215,0,2
1196,False,0.001,327,0,2
1197,False,0.001,9,0,2
1198,False,0.001,60,0,2
1199,False,0.001,255,0,2
1200,False,0.001,512,0,2
1201,False,0.001,207,68,2
1202,False,0.001,670,82,2
1203,False,0.001,1147,0,2
1204,False,0.001,67,0,2
1205,False,0.001,560,0,2
1206,False,0.001,435,0,2
1207,False,0.001,196,82,2
1208,False,0.001,286,0,2
1209,False,0.001,258,0,2
1210,False,0.001,326,0,2
1211,False,0.001,140,0,2
1212,False,0.001,249,0,2
1213,False,0.001,44,0,2
1214,False,0.001,330,96,2
1215,False,0.001,230,0,2
1216,False,0.001,756,0,2
1217,False,0.001,142,0,2
1218,False,0.001,355,0,2
1219,False,0.001,98,0,2
1220,False,0.001,95,0,2
1221,False,0.001,827,85,2
1222,False,0.001,261,0,2
1223,False,0.001,1248,0,2
1224,False,0.001,67,0,2
1225,False,0.001,235,0,2
1226,False,0.001,292,0,2
1227,False,0.001,320,68,2
1228,False,0.001,67,84,2
1229,False,0.001,112,0,2
1230,False,0.001,748,77,2
1231,False,0.001,867,0,2
1232,False,0.001,1240,0,2
1233,False,0.001,910,0,2
1234,False,0.001,21,0,2
1235,False,0.001,165,0,2
1236,False,0.001,220,0,2
1237,False,0.001,53,0,2
1238,False,0.001,552,0,2
1239,False,0.001,552,97,2
1240,False,0.001,1269,91,2
1241,False,0.001,342,0,2
1242,False,0.001,547,0,2
1243,False,0.001,488,94,2
1244,False,0.001,624,0,2
1245,False,0.001,122,0,2
1246,False,0.001,832,202,2
1247,False,0.001,394,0,2
1248,False,0.001,233,0,2
1249,False,0.001,1,0,2
1250,False,0.001,1378,157,2
1251,False,0.001,342,0,2
1252,False,0.001,166,0,2
1253,False,0.001,52,0,2
1254,False,0.001,228,0,2
1255,False,0.001,649,0,2
1256,False,0.001,638,0,2
1257,False,0.001,147,0,2
1258,False,0.001,795,0,2
1259,False,0.001,25,0,2
1260,False,0.001,348,105,2
1261,False,0.001,41,0,2
1262,False,0.001,467,76,2
1263,False,0.001,122,0,2
1264,False,0.001,131,0,2
1265,False,0.001,76,0,2
1266,False,0.001,93,0,2
1267,False,0.001,498,95,2
1268,True,0.02,337,354,2
1269,False,0.001,89,0,2
1270,False,0.001,266,0,2
1271,False,0.001,517,0,2
1272,False,0.001,342,0,2
1273,False,0.001,1220,0,2
1274,False,0.001,1047,89,2
1275,False,0.001,67,0,2
1276,False,0.001,445,0,2
1277,False,0.001,1000,91,2
1278,False,0.001,1096,187,2
1279,False,0.001,869,0,2
1280,False,0.001,254,0,2
1281,False,0.001,259,0,2
1282,False,0.001,174,0,2
1283,False,0.001,57,0,2
1284,False,0.001,1028,79,2
1285,False,0.001,602,85,2
1286,False,0.001,210,0,2
1287,False,0.001,119,95,2
1288,False,0.001,20,0,2
1289,False,0.001,408,0,2
1290,False,0.001,357,0,2
1291,False,0.001,2594,75,2
1292,False,0.001,355,82,2
1293,False,0.001,62,0,2
1294,False,0.001,48,0,2
1295,False,0.001,1165,0,2
1296,False,0.001,73,0,2
1297,False,0.001,251,0,2
1298,False,0.001,16,0,2
1299,False,0.001,41,0,2
1300,False,0.001,442,77,2
1301,False,0.001,205,0,2
1302,False,0.001,497,89,2
1303,False,0.001,872,83,2
1304,False,0.001,221,0,2
1305,False,0.001,621,0,2
1306,False,0.001,749,0,2
1307,False,0.001,135,78,2
1308,False,0.001,1159,0,2
1309,False,0.001,944,97,2
1310,False,0.001,655,0,2
1311,False,0.001,295,0,2
1312,False,0.001,958,222,2
1313,False,0.001,445,0,2
1314,False,0.001,516,0,2
1315,False,0.001,166,0,2
1316,False,0.001,224,0,2
1317,False,0.001,266,0,2
1318,False,0.001,53,0,2
1319,False,0.001,295,0,2
1320,False,0.001,82,0,2
1321,False,0.001,400,0,2
1322,False,0.001,651,0,2
1323,False,0.001,279,77,2
1324,False,0.001,278,0,2
1325,False,0.001,992,85,2
1326,False,0.001,185,0,2
1327,False,0.001,466,0,2
1328,False,0.001,51,0,2
1329,False,0.001,180,0,2
1330,False,0.001,373,0,2
1331,False,0.001,85,0,2
1332,False,0.001,141,0,2
1333,False,0.001,1415,744,2
1334,False,0.001,1143,82,2
1335,False,0.001,568,159,2
1336,False,0.001,104,94,2
1337,False,0.001,234,88,2
1338,False,0.001,101,0,2
1339,False,0.001,42,0,2
1340,False,0.001,276,0,2
1341,False,0.001,188,182,2
1342,False,0.001,648,81,2
1343,False,0.001,206,0,2
1344,False,0.001,224,0,2
1345,False,0.001,2751,256,2
1346,False,0.001,172,80,2
1347,False,0.001,686,0,2
1348,False,0.001,857,91,2
1349,False,0.001,592,0,2
1350,False,0.001,222,0,2
1351,False,0.001,64,0,2
1352,False,0.001,189,0,2
1353,False,0.001,62,0,2
1354,False,0.001,278,0,2
1355,False,0.001,347,171,2
1356,False,0.001,1628,424,2
1357,False,0.001,339,0,2
1358,False,0.001,87,0,2
1359,False,0.001,254,0,2
1360,False,0.001,14,0,2
1361,False,0.001,2,0,2
1362,False,0.001,333,0,2
1363,False,0.001,205,0,2
1364,False,0.001,166,83,2
1365,False,0.001,43,0,2
1366,False,0.001,399,0,2
1367,False,0.001,707,0,2
1368,False,0.001,5,0,2
1369,False,0.001,485,0,2
1370,False,0.001,53,0,2
1371,False,0.001,712,0,2
1372,False,0.001,291,0,2
1373,False,0.001,261,0,2
1374,False,0.001,365,0,2
1375,False,0.001,312,0,2
1376,False,0.001,488,0,2
1377,False,0.001,137,0,2
1378,False,0.001,56,0,2
1379,False,0.001,479,78,2
1380,False,0.001,99,0,2
1381,False,0.001,69,0,2
1382,False,0.001,64,0,2
1383,False,0.001,194,0,2
1384,True,0.02,264,530,2
1385,False,0.001,1158,177,2
1386,False,0.001,1192,0,2
1387,False,0.001,285,0,2
1388,False,0.001,177,0,2
1389,False,0.001,523,171,2
1390,False,0.001,128,0,2
1391,False,0.001,338,0,2
1392,False,0.001,55,0,2
1393,False,0.001,937,156,2
1394,False,0.001,16,0,2
1395,False,0.001,116,0,2
1396,False,0.001,280,0,2
1397,False,0.001,1181,0,2
1398,False,0.001,652,81,2
1399,False,0.001,2142,276,2
1400,False,0.001,120,0,2
1401,False,0.001,114,83,2
1402,False,0.001,131,0,2
1403,False,0.001,127,0,2
1404,False,0.001,563,0,2
1405,False,0.001,1056,97,2
1406,False,0.001,50,0,2
1407,False,0.001,153,0,2
1408,False,0.001,1180,170,2
1409,False,0.001,1312,340,2
1410,False,0.001,320,0,2
1411,False,0.001,97,0,2
1412,False,0.001,122,88,2
1413,False,0.001,272,0,2
1414,True,0.02,86,0,2
1415,False,0.001,114,0,2
1416,False,0.001,236,0,2
1417,False,0.001,7,0,2
1418,False,0.001,80,0,2
1419,False,0.001,1429,166,2
1420,False,0.001,333,0,2
1421,False,0.001,164,0,2
1422,False,0.001,81,0,2
1423,False,0.001,362,80,2
1424,False,0.001,1116,0,2
1425,False,0.001,73,0,2
1426,False,0.001,150,0,2
1427,False,0.001,1527,380,2
1428,False,0.001,705,62,2
1429,False,0.001,424,170,2
1430,False,0.001,20,0,2
1431,False,0.001,1001,0,2
1432,False,0.001,371,184,2
1433,False,0.001,153,0,2
1434,False,0.001,142,0,2
1435,False,0.001,65,0,2
1436,False,0.001,231,0,2
1437,False,0.001,17,0,2
1438,False,0.001,264,82,2
1439,False,0.001,50,0,2
1440,False,0.001,312,0,2
1441,False,0.001,30,0,2
1442,False,0.001,46,0,2
1443,False,0.001,1506,87,2
1444,False,0.001,11,0,2
1445,False,0.001,138,68,2
1446,False,0.001,386,76,2
1447,False,0.001,595,87,2
1448,False,0.001,528,81,2
1449,False,0.001,291,62,2
1450,False,0.001,614,0,2
1451,False,0.001,212,0,2
1452,False,0.001,210,0,2
1453,False,0.001,469,81,2
1454,False,0.001,410,94,2
1455,False,0.001,57,0,2
1456,False,0.001,488,0,2
1457,False,0.001,38,0,2
1458,False,0.001,573,179,2
1459,False,0.001,785,0,2
1460,False,0.001,160,0,2
1461,False,0.001,247,0,2
1462,False,0.001,987,172,2
1463,False,0.001,1062,82,2
1464,False,0.001,426,0,2
1465,False,0.001,137,0,2
1466,False,0.001,300,94,2
1467,False,0.001,109,81,2
1468,False,0.001,1087,137,2
1469,False,0.001,521,0,2
1470,False,0.001,251,0,2
1471,False,0.001,117,0,2
1472,False,0.001,212,0,2
1473,False,0.001,104,0,2
1474,False,0.001,1157,0,2
1475,False,0.001,349,0,2
1476,False,0.001,341,0,2
1477,False,0.001,189,0,2
1478,False,0.001,1089,0,2
1479,False,0.001,0,0,2
1480,False,0.001,1477,81,2
1481,False,0.001,119,0,2
1482,False,0.001,49,0,2
1483,False,0.001,120,0,2
1484,False,0.001,211,0,2
1485,False,0.001,147,0,2
1486,False,0.001,11,0,2
1487,False,0.001,303,100,2
1488,True,0.02,166,178,2
1489,False,0.001,327,0,2
1490,False,0.001,232,0,2
1491,False,0.001,1005,81,2
1492,False,0.001,305,0,2
1493,False,0.001,96,0,2
1494,False,0.001,157,0,2
1495,False,0.001,245,0,2
1496,False,0.001,286,0,2
1497,False,0.001,474,0,2
1498,False,0.001,45,0,2
1499,False,0.001,1116,0,2
1500,False,0.001,547,0,3
1501,False,0.001,396,0,3
1502,False,0.001,851,0,3
1503,False,0.001,109,0,3
1504,False,0.001,270,0,3
1505,False,0.001,195,0,3
1506,True,0.02,168,267,3
1507,False,0.001,141,0,3
1508,False,0.001,199,0,3
1509,False,0.001,105,94,3
1510,False,0.001,385,0,3
1511,False,0.001,424,0,3
1512,False,0.001,614,189,3
1513,False,0.001,216,0,3
1514,False,0.001,906,168,3
1515,False,0.001,892,104,3
1516,False,0.001,598,0,3
1517,False,0.001,23,0,3
1518,False,0.001,652,0,3
1519,False,0.001,393,0,3
1520,False,0.001,131,0,3
1521,False,0.001,131,0,3
1522,False,0.001,156,86,3
1523,False,0.001,4,0,3
1524,False,0.001,1239,85,3
1525,False,0.001,215,0,3
1526,False,0.001,1429,0,3
1527,False,0.001,82,0,3
1528,False,0.001,667,195,3
1529,False,0.001,758,0,3
1530,False,0.001,49,0,3
1531,False,0.001,395,0,3
1532,False,0.001,130,0,3
1533,False,0.001,81,0,3
1534,False,0.001,174,0,3
1535,False,0.001,140,0,3
1536,False,0.001,205,0,3
1537,False,0.001,1184,285,3
1538,False,0.001,947,164,3
1539,False,0.001,2011,0,3
1540,False,0.001,147,0,3
1541,False,0.001,475,0,3
1542,False,0.001,227,0,3
1543,False,0.001,651,0,3
1544,False,0.001,174,0,3
1545,False,0.001,296,0,3
1546,False,0.001,269,92,3
1547,False,0.001,283,0,3
1548,False,0.001,347,78,3
1549,False,0.001,626,0,3
1550,False,0.001,493,0,3
1551,False,0.001,349,0,3
1552,False,0.001,105,0,3
1553,False,0.001,440,72,3
1554,False,0.001,286,85,3
1555,False,0.001,429,0,3
1556,False,0.001,7,0,3
1557,False,0.001,335,0,3
1558,False,0.001,355,0,3
1559,False,0.001,3,0,3
1560,False,0.001,396,0,3
1561,False,0.001,228,0,3
1562,False,0.001,325,0,3
1563,False,0.001,175,0,3
1564,False,0.001,9,0,3
1565,False,0.001,898,0,3
1566,False,0.001,645,189,3
1567,False,0.001,119,0,3
1568,False,0.001,140,0,3
1569,False,0.001,90,0,3
1570,False,0.001,189,0,3
1571,False,0.001,726,0,3
1572,False,0.001,1590,94,3
1573,False,0.001,1176,0,3
1574,False,0.001,933,135,3
1575,False,0.001,1,0,3
1576,False,0.001,49,0,3
1577,False,0.001,553,0,3
1578,False,0.001,163,0,3
1579,False,0.001,564,0,3
1580,False,0.001,524,0,3
1581,False,0.001,1410,339,3
1582,False,0.001,41,0,3
1583,False,0.001,61,0,3
1584,False,0.001,150,0,3
1585,False,0.001,1221,433,3
1586,False,0.001,60,0,3
1587,False,0.001,247,70,3
1588,False,0.001,152,0,3
1589,False,0.001,99,0,3
1590,False,0.001,316,169,3
1591,False,0.001,89,0,3
1592,False,0.001,184,0,3
1593,False,0.001,17,0,3
1594,False,0.001,223,0,3
1595,False,0.001,123,0,3
1596,False,0.001,335,0,3
1597,False,0.001,422,0,3
1598,False,0.001,106,0,3
1599,False,0.001,14,0,3
1600,False,0.001,174,0,3
1601,False,0.001,258,0,3
1602,False,0.001,441,0,3
1603,False,0.001,290,96,3
1604,False,0.001,272,0,3
1605,False,0.001,130,0,3
1606,False,0.001,166,0,3
1607,False,0.001,929,85,3
1608,False,0.001,425,0,3
1609,False,0.001,81,0,3
1610,False,0.001,130,89,3
1611,False,0.001,222,0,3
1612,False,0.001,98,0,3
1613,False,0.001,501,0,3
1614,False,0.001,41,0,3
1615,False,0.001,145,0,3
1616,False,0.001,222,0,3
1617,False,0.001,721,0,3
1618,False,0.001,217,0,3
1619,False,0.001,107,0,3
1620,False,0.001,432,85,3
1621,False,0.001,953,0,3
1622,False,0.001,267,84,3
1623,False,0.001,291,0,3
1624,False,0.001,51,0,3
1625,False,0.001,299,0,3
1626,False,0.001,399,0,3
1627,False,0.001,22,0,3
1628,False,0.001,359,0,3
1629,False,0.001,295,0,3
1630,False,0.001,685,0,3
1631,False,0.001,226,0,3
1632,False,0.001,446,0,3
1633,False,0.001,52,0,3
1634,False,0.001,220,0,3
1635,False,0.001,13,0,3
1636,False,0.001,46,0,3
1637,False,0.001,408,80,3
1638,False,0.001,1792,162,3
1639,False,0.001,278,83,3
1640,False,0.001,425,0,3
1641,False,0.001,181,0,3
1642,False,0.001,45,0,3
1643,False,0.001,16,0,3
1644,False,0.001,648,0,3
1645,False,0.001,10,0,3
1646,False,0.001,342,79,3
1647,False,0.001,344,0,3
1648,False,0.001,3,0,3
1649,False,0.001,1395,87,3
1650,False,0.001,92,0,3
1651,False,0.001,344,0,3
1652,False,0.001,146,0,3
1653,False,0.001,408,75,3
1654,False,0.001,77,0,3
1655,False,0.001,1036,161,3
1656,False,0.001,226,0,3
1657,False,0.001,215,0,3
1658,False,0.001,310,69,3
1659,False,0.001,280,0,3
1660,False,0.001,208,78,3
1661,False,0.001,3450,329,3
1662,False,0.001,210,71,3
1663,False,0.001,92,0,3
1664,False,0.001,41,0,3
1665,False,0.001,928,89,3
1666,False,0.001,1842,87,3
1667,False,0.001,66,0,3
1668,False,0.001,256,0,3
1669,False,0.001,313,0,3
1670,False,0.001,601,200,3
1671,False,0.001,196,0,3
1672,False,0.001,229,0,3
1673,False,0.001,30,0,3
1674,False,0.001,580,77,3
1675,False,0.001,1086,79,3
1676,False,0.001,23,0,3
1677,False,0.001,380,0,3
1678,False,0.001,774,187,3
1679,False,0.001,3,0,3
1680,False,0.001,67,65,3
1681,False,0.001,775,81,3
1682,False,0.001,109,0,3
1683,False,0.001,820,0,3
1684,False,0.001,1745,65,3
1685,False,0.001,22,0,3
1686,False,0.001,728,86,3
1687,False,0.001,870,174,3
1688,False,0.001,506,82,3
1689,False,0.001,218,86,3
1690,False,0.001,560,0,3
1691,False,0.001,136,0,3
1692,False,0.001,231,0,3
1693,False,0.001,47,0,3
1694,False,0.001,1238,243,3
1695,False,0.001,104,0,3
1696,False,0.001,184,0,3
1697,False,0.001,413,0,3
1698,True,0.02,1003,1765,3
1699,False,0.001,395,245,3
1700,False,0.001,31,0,3
1701,True,0.02,333,356,3
1702,False,0.001,423,0,3
1703,False,0.001,329,0,3
1704,False,0.001,209,0,3
1705,False,0.001,167,0,3
1706,False,0.001,1903,180,3
1707,False,0.001,276,0,3
1708,False,0.001,853,0,3
1709,False,0.001,254,0,3
1710,False,0.001,1326,0,3
1711,False,0.001,924,83,3
1712,False,0.001,1345,180,3
1713,False,0.001,248,0,3
1714,False,0.001,88,0,3
1715,False,0.001,279,0,3
1716,False,0.001,194,0,3
1717,False,0.001,34,0,3
1718,False,0.001,439,0,3
1719,False,0.001,210,96,3
1720,False,0.001,156,0,3
1721,False,0.001,23,0,3
1722,False,0.001,857,0,3
1723,False,0.001,44,0,3
1724,False,0.001,257,0,3
1725,False,0.001,829,91,3
1726,False,0.001,681,91,3
1727,False,0.001,235,81,3
1728,False,0.001,85,0,3
1729,False,0.001,374,87,3
1730,False,0.001,1137,182,3
1731,False,0.001,248,0,3
1732,False,0.001,339,0,3
1733,False,0.001,432,0,3
1734,False,0.001,108,0,3
1735,False,0.001,355,82,3
1736,False,0.001,498,0,3
1737,False,0.001,307,0,3
1738,False,0.001,254,81,3
1739,False,0.001,253,0,3
1740,False,0.001,234,71,3
1741,False,0.001,166,0,3
1742,False,0.001,748,78,3
1743,False,0.001,59,0,3
1744,False,0.001,12,0,3
1745,False,0.001,551,0,3
1746,False,0.001,590,0,3
1747,False,0.001,14,0,3
1748,False,0.001,637,0,3
1749,False,0.001,468,0,3
1750,False,0.001,253,0,3
1751,False,0.001,1019,89,3
1752,False,0.001,311,83,3
1753,False,0.001,46,0,3
1754,False,0.001,360,0,3
1755,False,0.001,415,0,3
1756,False,0.001,1894,0,3
1757,False,0.001,268,82,3
1758,False,0.001,312,0,3
1759,False,0.001,1945,359,3
1760,False,0.001,101,100,3
1761,False,0.001,525,425,3
1762,False,0.001,78,0,3
1763,False,0.001,2,0,3
1764,False,0.001,25,0,3
1765,False,0.001,160,0,3
1766,False,0.001,45,0,3
1767,False,0.001,1586,0,3
1768,False,0.001,477,0,3
1769,False,0.001,431,94,3
1770,False,0.001,99,0,3
1771,False,0.001,149,0,3
1772,False,0.001,839,0,3
1773,False,0.001,78,0,3
1774,False,0.001,331,0,3
1775,False,0.001,536,0,3
1776,False,0.001,216,0,3
1777,False,0.001,878,0,3
1778,False,0.001,203,180,3
1779,False,0.001,217,0,3
1780,False,0.001,135,0,3
1781,False,0.001,33,0,3
1782,False,0.001,627,92,3
1783,False,0.001,638,0,3
1784,False,0.001,458,78,3
1785,False,0.001,245,0,3
1786,False,0.001,1048,0,3
1787,False,0.001,367,0,3
1788,False,0.001,1898,481,3
1789,False,0.001,66,0,3
1790,False,0.001,139,0,3
1791,False,0.001,529,0,3
1792,False,0.001,496,94,3
1793,False,0.001,239,0,3
1794,False,0.001,144,0,3
1795,False,0.001,301,0,3
1796,False,0.001,265,87,3
1797,False,0.001,395,0,3
1798,False,0.001,1087,166,3
1799,False,0.001,112,0,3
1800,False,0.001,156,0,3
1801,False,0.001,1085,0,3
1802,False,0.001,36,0,3
1803,False,0.001,550,0,3
1804,False,0.001,247,153,3
1805,False,0.001,214,0,3
1806,False,0.001,266,190,3
1807,False,0.001,235,0,3
1808,False,0.001,75,0,3
1809,False,0.001,4,0,3
1810,False,0.001,86,0,3
1811,False,0.001,408,92,3
1812,False,0.001,203,81,3
1813,False,0.001,208,0,3
1814,False,0.001,963,165,3
1815,False,0.001,116,0,3
1816,False,0.001,167,73,3
1817,False,0.001,92,0,3
1818,False,0.001,363,0,3
1819,False,0.001,206,0,3
1820,False,0.001,656,174,3
1821,False,0.001,378,86,3
1822,False,0.001,299,98,3
1823,False,0.001,81,0,3
1824,False,0.001,767,85,3
1825,False,0.001,799,69,3
1826,False,0.001,748,81,3
1827,False,0.001,433,0,3
1828,False,0.001,632,0,3
1829,False,0.001,42,0,3
1830,False,0.001,101,0,3
1831,False,0.001,641,401,3
1832,False,0.001,184,0,3
1833,False,0.001,300,0,3
1834,False,0.001,517,0,3
1835,False,0.001,31,0,3
1836,False,0.001,428,0,3
1837,False,0.001,822,0,3
1838,False,0.001,29,0,3
1839,False,0.001,526,0,3
1840,False,0.001,312,169,3
1841,False,0.001,255,0,3
1842,False,0.001,940,82,3
1843,False,0.001,470,87,3
1844,False,0.001,69,0,3
1845,False,0.001,371,0,3
1846,False,0.001,371,0,3
1847,False,0.001,496,85,3
1848,False,0.001,38,0,3
1849,False,0.001,55,0,3
1850,False,0.001,136,0,3
1851,False,0.001,32,0,3
1852,False,0.001,638,93,3
1853,False,0.001,262,0,3
1854,False,0.001,974,250,3
1855,False,0.001,633,0,3
1856,False,0.001,365,85,3
1857,False,0.001,1304,96,3
1858,False,0.001,840,165,3
1859,False,0.001,550,90,3
1860,False,0.001,437,0,3
1861,False,0.001,1027,0,3
1862,False,0.001,214,0,3
1863,False,0.001,1210,0,3
1864,False,0.001,1284,84,3
1865,False,0.001,422,163,3
1866,False,0.001,1320,172,3
1867,False,0.001,23,0,3
1868,False,0.001,894,0,3
1869,False,0.001,28,0,3
1870,False,0.001,374,78,3
1871,False,0.001,26,0,3
1872,False,0.001,175,0,3
1873,False,0.001,675,0,3
1874,False,0.001,22,97,3
1875,False,0.001,401,188,3
1876,False,0.001,570,99,3
1877,False,0.001,607,0,3
1878,False,0.001,992,87,3
1879,False,0.001,141,0,3
1880,False,0.001,133,0,3
1881,False,0.001,595,0,3
1882,False,0.001,123,0,3
1883,False,0.001,20,0,3
1884,False,0.001,335,0,3
1885,False,0.001,72,0,3
1886,False,0.001,274,0,3
1887,False,0.001,285,0,3
1888,False,0.001,177,87,3
1889,False,0.001,458,95,3
1890,False,0.001,237,95,3
1891,False,0.001,164,0,3
1892,False,0.001,120,0,3
1893,False,0.001,57,0,3
1894,False,0.001,109,0,3
1895,False,0.001,595,0,3
1896,False,0.001,253,0,3
1897,False,0.001,378,157,3
1898,False,0.001,29,0,3
1899,False,0.001,723,0,3
1900,False,0.001,212,71,3
1901,False,0.001,1672,73,3
1902,False,0.001,282,84,3
1903,False,0.001,78,0,3
1904,False,0.001,273,0,3
1905,False,0.001,318,0,3
1906,False,0.001,541,0,3
1907,False,0.001,21,0,3
1908,False,0.001,131,0,3
1909,False,0.001,294,0,3
1910,False,0.001,108,0,3
1911,False,0.001,138,0,3
1912,False,0.001,400,0,3
1913,False,0.001,330,0,3
1914,False,0.001,116,0,3
